Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
40002012029P8,EDUCAÇÃO FÍSICA,ATIVIDADE FÍSICA RELACIONADA À SAÚDE,DESEMPENHO HUMANO E ATIVIDADE FÍSICA,01/01/2012,-
40002012029P8,EDUCAÇÃO FÍSICA,TRABALHO E FORMAÇÃO EM EDUCAÇÃO FÍSICA,PRÁTICAS SOCIAIS EM EDUCAÇÃO FÍSICA,01/01/2012,-
40002012030P6,MATEMÁTICA APLICADA E COMPUTACIONAL,MODELAGEM ESTATÍSTICA,MATEMÁTICA APLICADA,20/05/2019,-
40002012030P6,MATEMÁTICA APLICADA E COMPUTACIONAL,MODELAGEM MATEMÁTICA COMPUTACIONAL,MATEMÁTICA APLICADA,15/07/2019,-
40002012030P6,MATEMÁTICA APLICADA E COMPUTACIONAL,EQUAÇÕES DIFERENCIAIS PARCIAIS,MATEMÁTICA APLICADA,15/07/2019,-
40002012032P9,HISTÓRIA SOCIAL,HISTÓRIA E ENSINO,HISTÓRIA SOCIAL,01/01/2007,-
40002012032P9,HISTÓRIA SOCIAL,TERRITÓRIOS DO POLÍTICO,HISTÓRIA SOCIAL,01/01/2007,-
40002012032P9,HISTÓRIA SOCIAL,HISTÓRIA E LINGUAGENS,HISTÓRIA SOCIAL,01/01/2013,-
40002012032P9,HISTÓRIA SOCIAL,"PRÁTICAS CULTURAIS, MEMÓRIA E IMAGEM",HISTÓRIA SOCIAL,01/01/2013,-
40002012033P5,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS DE COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,01/01/2023,-
40002012033P5,CIÊNCIA DA COMPUTAÇÃO,METODOLOGIAS E TÉCNICAS DE COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,01/01/2023,-
40002012034P1,COMUNICAÇÃO,PRODUÇÃO DE SENTIDO NAS MÍDIAS,PRÁXIS COMUNICACIONAL,01/08/2018,-
40002012034P1,COMUNICAÇÃO,PROCESSOS SOCIAIS E PRÁTICAS CULTURAIS,PRÁXIS COMUNICACIONAL,01/08/2018,-
40002012034P1,COMUNICAÇÃO,FORMAS SOCIAIS DA COMUNICAÇÃO E DISPUTAS DE HEGEMONIAS,PRÁXIS COMUNICACIONAL,01/07/2024,-
40002012034P1,COMUNICAÇÃO,DECOLONIALIDADES NA COMUNICAÇÃO,PRÁXIS COMUNICACIONAL,01/07/2024,-
40002012035P8,GESTÃO DA INFORMAÇÃO,ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO E DO CONHECIMENTO,GESTÃO E ORGANIZAÇÃO DO CONHECIMENTO,01/01/2012,-
40002012035P8,GESTÃO DA INFORMAÇÃO,COMPARTILHAMENTO DA INFORMAÇÃO E DO CONHECIMENTO,GESTÃO E ORGANIZAÇÃO DO CONHECIMENTO,01/01/2012,-
40002012037P0,Economia,ECONOMIA APLICADA E ANÁLISE DE POLÍTICAS PÚBLICAS,Economia,27/08/2024,-
40002012037P0,Economia,DESENVOLVIMENTO ECONÔMICO E REGIONAL,Economia,27/08/2024,-
40002012037P0,Economia,TEORIA ECONÔMICA E MÉTODOS QUANTITATIVOS,Economia,27/08/2024,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,CONTROLE DO METABOLISMO ENERGÉTICO E DA INGESTÃO ALIMENTAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FARMACOLOGIA DE PRODUTOS NATURAIS E SINTÉTICOS,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,"FISIOLOGIA E FARMACOLOGIA DA DOR, DA INFLAMAÇÃO E DA REPARAÇÃO TECIDUAL",FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,NEUROFISIOLOGIA E COMPORTAMENTO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,REGULAÇÃO DO EQUILÍBRIO HIDROELETROLÍTICO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,SINALIZAÇÃO INTRACELULAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOECOLOGIA DE ANIMAIS AQUÁTICOS E TERRESTRES,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA DO EXERCÍCIO FÍSICO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA ENDÓCRINA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,NEUROIMUNOENDOCRINOLOGIA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,REGULAÇÃO DA FUNÇÃO RESPIRATÓRIA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA DO SISTEMA CARDIOVASCULAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,ENSINO DE FISIOLOGIA E DIVULGAÇÃO CIENTÍFICA,FISIOLOGIA,10/02/2017,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,"SÍNTESE DE MATERIAIS, ESTUDOS DE INTERFACE E APLICAÇÕES",QUÍMICA INORGÂNICA,01/01/2012,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,DESENVOLVIMENTO DE TECNOLOGIAS DE FONTES RENOVÁVEIS,QUÍMICA ORGÂNICA,01/01/2012,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,METODOLOGIAS ANALÍTICAS E APLICAÇÕES,QUÍMICA ANALÍTICA,01/01/2012,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,ANÁLISE DE TRAÇOS E QUÍMICA AMBIENTAL,QUÍMICA ANALÍTICA,01/01/2012,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,ESPECTROSCOPIA MOLECULAR APLICADA,FÍSICO-QUÍMICA,01/01/2012,-
40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,"SÍNTESE, ESTRUTURA E PROPRIEDADES DE COMPOSTOS ORGÂNICOS",QUÍMICA ORGÂNICA,01/01/2012,-
40002012040P1,ADMINISTRAÇÃO,"ORGANIZAÇÕES, PODER E SOCIEDADE","ORGANIZAÇÕES, GESTÃO & SOCIEDADE",01/01/2022,-
40002012040P1,ADMINISTRAÇÃO,GESTÃO DE ORGANIZAÇÕES,"ORGANIZAÇÕES, GESTÃO & SOCIEDADE",01/01/2022,-
40002012041P8,Bioenergia - UEL - UEM - UEPG - UNICENTRO - UNIOESTE - UFPR,ENERGIAS RENOVÁVEIS,Bioenergia,02/01/2023,-
40002012041P8,Bioenergia - UEL - UEM - UEPG - UNICENTRO - UNIOESTE - UFPR,BIOCOMBUSTÍVEIS,Bioenergia,02/01/2023,-
40002012042P4,CIÊNCIAS DA REABILITAÇÃO,PROCESSOS DE AVALIAÇÃO E INTERVENÇÃO ASSOCIADOS AO SISTEMA NEURO-MÚSCULO-ESQUELÉTICO,AVALIAÇÃO E INTERVENÇÃO EM REABILITAÇÃO,01/01/2012,-
40002012042P4,CIÊNCIAS DA REABILITAÇÃO,PROCESSOS DE AVALIAÇÃO E INTERVENÇÃO ASSOCIADOS AOS SISTEMAS RESPIRATÓRIO E CARDIOVASCULAR,AVALIAÇÃO E INTERVENÇÃO EM REABILITAÇÃO,01/01/2012,-
40002012042P4,CIÊNCIAS DA REABILITAÇÃO,ASPECTOS FUNCIONAIS E BIOLÓGICOS ASSOCIADOS À REABILITAÇÃO,AVALIAÇÃO E INTERVENÇÃO EM REABILITAÇÃO,03/03/2018,-
40002012043P0,Odontologia,"PROPRIEDADES FÍSICAS, MECÂNICAS E BIOLÓGICAS DOS TECIDOS DENTAIS E MATERIAIS ODONTOLÓGICOS",CLÍNICA ODONTOLÓGICA,01/01/2012,-
40002012043P0,Odontologia,"EPIDEMIOLOGIA, DIAGNÓSTICO E TRATAMENTO DAS DOENÇAS BUCAIS",CLÍNICA ODONTOLÓGICA,01/01/2012,-
40002012044P7,Toxicologia Aplicada à Vigilância Sanitária,TOXICOLOGIA AMBIENTAL,TOXICOLOGIA,01/01/2012,-
40002012044P7,Toxicologia Aplicada à Vigilância Sanitária,TOXICOLOGIA OCUPACIONAL,TOXICOLOGIA,01/01/2012,-
40002012044P7,Toxicologia Aplicada à Vigilância Sanitária,TOXICOLOGIA DE MEDICAMENTOS,TOXICOLOGIA,01/01/2012,-
40002012045P3,Filosofia,ÉTICA E FILOSOFIA POLÍTICA,FILOSOFIA,27/10/2017,-
40002012045P3,Filosofia,CONHECIMENTO E SUBJETIVIDADE,FILOSOFIA,11/03/2019,-
40002012046P0,Ciências da Saúde,EPIDEMIOLOGIA CLÍNICA E SOCIAL,CIÊNCIAS DA SAÚDE,01/01/2012,-
40002012046P0,Ciências da Saúde,ATIVIDADE FÍSICA NA SAÚDE E NA DOENÇA,CIÊNCIAS DA SAÚDE,01/01/2012,-
40002012046P0,Ciências da Saúde,MARCADORES BIOLÓGICOS NO PROCESSO SAÚDE-DOENÇA.,CIÊNCIAS DA SAÚDE,01/01/2012,-
40002012046P0,Ciências da Saúde,AVALIAÇÃO DE PRODUTOS NATURAIS E SINTÉTICOS,CIÊNCIAS DA SAÚDE,01/01/2012,-
40002012046P0,Ciências da Saúde,"DOENÇAS METABÓLICAS, PSIQUIATRICAS E INFLAMATÓRIAS",CIÊNCIAS DA SAÚDE,01/01/2012,-
40002012047P6,Enfermagem,"FORMAÇÃO, GESTÃO E O CUIDADO DE ENFERMAGEM NAS FASES DO CICLO VITAL E NOS DIVERSOS NÍVEIS ASSISTENCIAIS",ENFERMAGEM,28/02/2023,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
40002012048P2,Ciência da Informação,COMPARTILHAMENTO DA INFORMAÇÃO E DO CONHECIMENTO.,"Organização, Acesso e Apropriação da Informação e do Conhecimento.",31/10/2018,-
40002012048P2,Ciência da Informação,ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO E DO CONHECIMENTO.,"Organização, Acesso e Apropriação da Informação e do Conhecimento.",31/10/2018,-
40004015037P3,Arquitetura e Urbanismo,"1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS",METODOLOGIA DE PROJETO,31/10/2018,-
40004015037P3,Arquitetura e Urbanismo,2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO,METODOLOGIA DE PROJETO,31/10/2018,-
23001011069P5,LETRAS,ESTUDOS LITERÁRIOS,LINGUAGENS E LETRAMENTOS,15/03/2019,-
23001011069P5,LETRAS,ESTUDOS DA LINGUAGEM E PRÁTICAS SOCIAIS,LINGUAGENS E LETRAMENTOS,15/03/2019,-
33283010001P5,Ensino de Física - PROFIS,FÍSICA NO ENSINO MÉDIO,ENSINO DE FÍSICA,01/01/2013,-
33283010001P5,Ensino de Física - PROFIS,PROCESSOS DE ENSINO E APRENDIZAGEM E TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO NO ENSINO DE FÍSICA,ENSINO DE FÍSICA,01/01/2013,-
33283010001P5,Ensino de Física - PROFIS,FÍSICA NO ENSINO FUNDAMENTAL,ENSINO DE FÍSICA,01/01/2013,-
40002012049P9,Clínicas Veterinárias,MEIOS INTEGRADOS DE DIAGNÓSTICO E TERAPÊUTICA DAS AFECÇÕES CLÍNICAS E CIRÚRGICAS EM GRANDES ANIMAIS.,INOVAÇÕES EM CLÍNICA MÉDICA E CIRÚRGICA VETERINÁRIA.,01/01/2014,-
40002012049P9,Clínicas Veterinárias,ABORDAGENS MULTIDISCIPLINARES NA CLÍNICA MÉDICA E CIRÚRGICA DE ANIMAIS DE COMPANHIA E NA MEDICINA DO COLETIVO.,INOVAÇÕES EM CLÍNICA MÉDICA E CIRÚRGICA VETERINÁRIA.,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,LINGUA(GEM) E INTERCULTURALIDADE,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,ENSINO-APRENDIZAGEM DE LÍNGUAS ESTRANGEIRAS/ADICIONAIS,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,EDUCAÇÃO LINGUÍSTICA E TECNOLOGIAS,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,09/03/2021,-
31001017169P2,Química em Rede Nacional,LP2-Química ambiental e energia,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP3-Química da vida,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP1-Novas tecnologias e comunicação,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP4-Novos materiais,QUIMICA,31/07/2017,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,BIOMARCADORES ASSOCIADOS À FISIOPATOLOGIA CLÍNICA.,Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,"FISIOPATOLOGIA, DIAGNÓSTICO E FARMACOTERAPIA DAS DOENÇAS INFECCIOSAS, METABÓLICAS E NEOPLÁSICAS",Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,ENVOLVIMENTO DE ESPÉCIES REATIVAS DE OXIGÊNIO E NITROGÊNIO EM PROCESSOS PATOLÓGICOS.,Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012171P9,ENGENHARIA ELETRICA,"MODELAGEM, SIMULAÇÃO E IMPLEMENTAÇÃO DE SISTEMAS (MSI)",Sistemas Eletrônicos,01/07/2016,-
40002012171P9,ENGENHARIA ELETRICA,PROCESSAMENTO E CONVERSÃO DE ENERGIA (PCE),Sistemas Eletrônicos,01/07/2016,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,"EDUCAÇÃO, ESCOLA E SOCIEDADE",Ensino de Sociologia,02/04/2018,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,JUVENTUDE E QUESTÕES CONTEMPORÂNEAS,Ensino de Sociologia,02/04/2018,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,PRÁTICAS DE ENSINO E CONTEÚDOS CURRICULARES,Ensino de Sociologia,02/04/2018,-
40002012172P5,CIÊNCIAS FARMACÊUTICAS,"BIOPROSPECÇÃO, PRODUÇÃO E AVALIAÇÃO BIOLÓGICA DE MOLÉCULAS DE INTERESSE FARMACÊUTICO","Fármacos, Medicamentos, Cosméticos e Produtos Biotecnológicos",13/03/2017,-
40002012172P5,CIÊNCIAS FARMACÊUTICAS,DESENVOLVIMENTO E QUALIDADE DE PRODUTOS E SERVIÇOS FARMACÊUTICOS,"Fármacos, Medicamentos, Cosméticos e Produtos Biotecnológicos",13/03/2017,-
40002012173P1,PSICOLOGIA,AVALIAÇÃO PSICOLÓGICA E PROCESSOS CLÍNICOS,Psicologia,14/08/2017,-
40002012173P1,PSICOLOGIA,PSICOLOGIA SOCIAL E PROCESSOS INSTITUCIONAIS,Psicologia,14/08/2017,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,BIOMARCADORES ASSOCIADOS À FISIOPATOLOGIA CLÍNICA.,Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,ENVOLVIMENTO DE ESPÉCIES REATIVAS DE OXIGÊNIO E NITROGÊNIO EM PROCESSOS PATOLÓGICOS.,Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,"FISIOPATOLOGIA, DIAGNÓSTICO E FARMACOTERAPIA DAS DOENÇAS INFECCIOSAS, METABÓLICAS E NEOPLÁSICAS",Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012175P4,CIÊNCIAS FISIOLÓGICAS,FARMACOLOGIA E TOXICOLOGIA,Ciências Fisiológicas,21/01/2019,-
40002012175P4,CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA E ECOFISIOLOGIA,Ciências Fisiológicas,21/01/2019,-
40002012049P9,Clínicas Veterinárias,MEIOS INTEGRADOS DE DIAGNÓSTICO E TERAPÊUTICA DAS AFECÇÕES CLÍNICAS E CIRÚRGICAS EM GRANDES ANIMAIS.,INOVAÇÕES EM CLÍNICA MÉDICA E CIRÚRGICA VETERINÁRIA.,01/01/2014,-
40002012049P9,Clínicas Veterinárias,ABORDAGENS MULTIDISCIPLINARES NA CLÍNICA MÉDICA E CIRÚRGICA DE ANIMAIS DE COMPANHIA E NA MEDICINA DO COLETIVO.,INOVAÇÕES EM CLÍNICA MÉDICA E CIRÚRGICA VETERINÁRIA.,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,LINGUA(GEM) E INTERCULTURALIDADE,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,ENSINO-APRENDIZAGEM DE LÍNGUAS ESTRANGEIRAS/ADICIONAIS,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,01/01/2014,-
40002012050P7,Letras Estrangeiras Modernas,EDUCAÇÃO LINGUÍSTICA E TECNOLOGIAS,EDUCAÇÃO EM LÍNGUAS ESTRANGEIRAS/ADICIONAIS,09/03/2021,-
31001017169P2,Química em Rede Nacional,LP2-Química ambiental e energia,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP3-Química da vida,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP1-Novas tecnologias e comunicação,QUIMICA,31/07/2017,-
31001017169P2,Química em Rede Nacional,LP4-Novos materiais,QUIMICA,31/07/2017,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,BIOMARCADORES ASSOCIADOS À FISIOPATOLOGIA CLÍNICA.,Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,"FISIOPATOLOGIA, DIAGNÓSTICO E FARMACOTERAPIA DAS DOENÇAS INFECCIOSAS, METABÓLICAS E NEOPLÁSICAS",Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,ENVOLVIMENTO DE ESPÉCIES REATIVAS DE OXIGÊNIO E NITROGÊNIO EM PROCESSOS PATOLÓGICOS.,Fisiopatologia Clínica e Laboratorial,01/01/2018,-
40002012171P9,ENGENHARIA ELETRICA,"MODELAGEM, SIMULAÇÃO E IMPLEMENTAÇÃO DE SISTEMAS (MSI)",Sistemas Eletrônicos,01/07/2016,-
40002012171P9,ENGENHARIA ELETRICA,PROCESSAMENTO E CONVERSÃO DE ENERGIA (PCE),Sistemas Eletrônicos,01/07/2016,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,"EDUCAÇÃO, ESCOLA E SOCIEDADE",Ensino de Sociologia,02/04/2018,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,JUVENTUDE E QUESTÕES CONTEMPORÂNEAS,Ensino de Sociologia,02/04/2018,-
25016016039P8,SOCIOLOGIA EM REDE NACIONAL,PRÁTICAS DE ENSINO E CONTEÚDOS CURRICULARES,Ensino de Sociologia,02/04/2018,-
40002012172P5,CIÊNCIAS FARMACÊUTICAS,"BIOPROSPECÇÃO, PRODUÇÃO E AVALIAÇÃO BIOLÓGICA DE MOLÉCULAS DE INTERESSE FARMACÊUTICO","Fármacos, Medicamentos, Cosméticos e Produtos Biotecnológicos",13/03/2017,-
40002012172P5,CIÊNCIAS FARMACÊUTICAS,DESENVOLVIMENTO E QUALIDADE DE PRODUTOS E SERVIÇOS FARMACÊUTICOS,"Fármacos, Medicamentos, Cosméticos e Produtos Biotecnológicos",13/03/2017,-
40002012173P1,PSICOLOGIA,AVALIAÇÃO PSICOLÓGICA E PROCESSOS CLÍNICOS,Psicologia,14/08/2017,-
40002012173P1,PSICOLOGIA,PSICOLOGIA SOCIAL E PROCESSOS INSTITUCIONAIS,Psicologia,14/08/2017,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,BIOMARCADORES ASSOCIADOS À FISIOPATOLOGIA CLÍNICA.,Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,ENVOLVIMENTO DE ESPÉCIES REATIVAS DE OXIGÊNIO E NITROGÊNIO EM PROCESSOS PATOLÓGICOS.,Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012174P8,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,"FISIOPATOLOGIA, DIAGNÓSTICO E FARMACOTERAPIA DAS DOENÇAS INFECCIOSAS, METABÓLICAS E NEOPLÁSICAS",Fisiopatologia Clínica e Laboratorial,31/10/2018,-
40002012175P4,CIÊNCIAS FISIOLÓGICAS,FARMACOLOGIA E TOXICOLOGIA,Ciências Fisiológicas,21/01/2019,-
40002012175P4,CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA E ECOFISIOLOGIA,Ciências Fisiológicas,21/01/2019,-
28007018001P3,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE,"ANÁLISE, PLANEJAMENTO E GESTÃO AMBIENTAL",PLANEJAMENTO E GESTÃO AMBIENTAL NO TRÓPICO ÚMIDO,01/01/2012,-
28007018001P3,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE,COMUNIDADES SUSTENTÁVEIS,PLANEJAMENTO E GESTÃO AMBIENTAL NO TRÓPICO ÚMIDO,01/01/2012,-
28007018001P3,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE,TECNOLOGIA E QUALIDADE AMBIENTAL,PLANEJAMENTO E GESTÃO AMBIENTAL NO TRÓPICO ÚMIDO,01/01/2012,-
28007018003P6,GENÉTICA E BIOLOGIA MOLECULAR,3 - GENÉTICA MOLECULAR E DE MICRO-ORGANISMOS,GENÉTICA E BIOLOGIA MOLECULAR,01/01/2013,-
28007018003P6,GENÉTICA E BIOLOGIA MOLECULAR,2 - GENÉTICA E MELHORAMENTO VEGETAL,GENÉTICA E BIOLOGIA MOLECULAR,01/01/2012,-
28007018003P6,GENÉTICA E BIOLOGIA MOLECULAR,1- GENÉTICA E EVOLUÇÃO,GENÉTICA E BIOLOGIA MOLECULAR,01/01/2012,-
28007018004P2,ZOOLOGIA,ZOOLOGIA APLICADA,ZOOLOGIA,03/08/2017,-
28007018004P2,ZOOLOGIA,SISTEMÁTICA E BIODIVERSIDADE,ZOOLOGIA,03/08/2017,-
28007018005P9,PRODUÇÃO VEGETAL,PROTEÇÃO DE PLANTAS,PRODUÇÃO VEGETAL,10/02/2004,-
28007018005P9,PRODUÇÃO VEGETAL,CULTIVOS EM AMBIENTE TROPICAL ÚMIDO,PRODUÇÃO VEGETAL,10/02/2004,-
28007018005P9,PRODUÇÃO VEGETAL,MELHORAMENTO DE PLANTAS,PRODUÇÃO VEGETAL,10/02/2004,-
28007018005P9,PRODUÇÃO VEGETAL,SOLOS E NUTRIÇÃO DE PLANTAS EM AMBIENTE TROPICAL ÚMIDO,PRODUÇÃO VEGETAL,10/02/2004,-
28007018006P5,SISTEMAS AQUÁTICOS TROPICAIS,ECOLOGIA DE COMUNIDADES E ECOSSISTEMAS AQUÁTICOS TROPICAIS,SISTEMAS AQUÁTICOS TROPICAIS,01/01/2012,-
28007018006P5,SISTEMAS AQUÁTICOS TROPICAIS,"MANEJO DE RECURSOS NATURAIS, DIAGNÓSTICO E REMEDIAÇÃO DE IMPACTOS AMBIENTAIS",SISTEMAS AQUÁTICOS TROPICAIS,01/01/2012,-
28007018007P1,CIÊNCIA ANIMAL,PRODUÇÃO E COMPORTAMENTO ANIMAL,CIÊNCIA ANIMAL,01/01/2012,-
28007018007P1,CIÊNCIA ANIMAL,BIODIVERSIDADE E CLÍNICA E SANIDADE ANIMAL,CIÊNCIA ANIMAL,20/04/2023,-
28007018007P1,CIÊNCIA ANIMAL,BIOTECNOLOGIA E EXPERIMENTAÇÃO ANIMAL,CIÊNCIA ANIMAL,20/04/2023,-
28007018008P8,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,MICROBIOTECNOLOGIA AMBIENTAL,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,01/01/2024,-
28007018008P8,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,MICROBIOTECNOLOGIA EM SAÚDE HUMANA E ANIMAL,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,01/01/2024,-
28007018008P8,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,MICROBIOTECNOLOGIA AGROINDUSTRIAL,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,01/01/2024,-
28007018008P8,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,MICROBIOTECNOLOGIA APLICADA À PRODUÇÃO VEGETAL,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,01/01/2024,-
28007018009P4,LINGUAGENS E REPRESENTAÇÕES,"LINHA C - LINGUAGEM, ESTUDOS DE GÊNERO E ESTUDOS DO DISCURSO",ESTUDOS DA LINGUAGEM,01/01/2025,-
28007018009P4,LINGUAGENS E REPRESENTAÇÕES,LINHA A - LITERATURAS E INTERFACES,ESTUDOS DA LINGUAGEM,01/01/2025,-
28007018009P4,LINGUAGENS E REPRESENTAÇÕES,LINHA B - ESTUDOS DA LÍNGUA(GEM),ESTUDOS DA LINGUAGEM,01/01/2025,-
28007018010P2,FÍSICA,TEORIA DE CAMPOS E ÓTICA QUÂNTICA,FÍSICA,20/10/2014,-
28007018010P2,FÍSICA,ASTROFÍSICA,FÍSICA,24/03/2009,-
28007018010P2,FÍSICA,FÍSICA NUCLEAR TEÓRICA E APLICADA,FÍSICA,24/03/2009,-
28007018011P9,ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE,AÇÕES E PLANEJAMENTO EM CONSERVAÇÃO DA BIODIVERSIDADE,ECOLOGIA E CONSERVAÇÃO,01/01/2012,-
28007018011P9,ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE,ECOLOGIA E CONSERVAÇÃO DE POPULAÇÕES,ECOLOGIA E CONSERVAÇÃO,01/01/2012,-
